GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,PAST_ACCIDENTS,OUTCOME
1,3,3,0.7264400018455291,1.0,1,1.0,1.0,7000.0,3,0
0,0,0,0.2444900931240796,0.0,0,0.0,1.0,0.0,0,1
1,0,2,0.5757707974509628,1.0,0,0.0,0.0,11000.0,0,1
1,0,1,0.468671965728324,1.0,1,0.0,1.0,9000.0,0,1
1,2,3,0.6970834558464781,0.0,1,0.0,1.0,13000.0,2,0
0,2,1,0.5429181079423034,1.0,0,0.0,0.0,15000.0,0,0
1,3,3,0.6722562535141292,1.0,0,1.0,1.0,9000.0,2,0
1,0,0,0.3864066185703315,0.0,0,0.0,0.0,8000.0,0,1
1,0,2,0.5512978330713669,1.0,0,1.0,1.0,12000.0,0,1
1,2,2,0.5985570254244251,0.0,1,1.0,0.0,14000.0,4,0
0,2,3,0.5824219946087406,1.0,1,1.0,1.0,11000.0,1,0
0,1,2,0.540182723180248,1.0,0,1.0,1.0,0.0,1,0
1,2,3,0.6330139475122963,1.0,1,0.0,1.0,14000.0,4,0
1,2,2,0.552204630296896,1.0,1,1.0,0.0,12000.0,3,0
0,0,2,0.3266816101781183,0.0,0,0.0,0.0,16000.0,0,1
1,2,2,0.5880825424047316,1.0,0,1.0,1.0,13000.0,1,0
0,0,3,0.7022748020975709,0.0,0,1.0,1.0,10000.0,0,1
0,0,3,0.7266055391975765,1.0,0,0.0,1.0,13000.0,0,0
1,3,3,0.73238212135242,1.0,0,1.0,1.0,12000.0,5,0
0,0,0,0.2012839211827758,1.0,0,0.0,0.0,12000.0,0,1
1,1,2,0.4641607076311848,0.0,0,0.0,0.0,16000.0,0,0
0,2,3,0.6579677428053038,1.0,1,1.0,0.0,13000.0,1,0
1,3,3,0.6002161554309658,1.0,0,1.0,1.0,13000.0,4,0
1,3,3,0.6663760181644964,1.0,1,1.0,1.0,12000.0,7,0
1,0,1,0.4031472802313768,1.0,0,1.0,1.0,10000.0,0,0
1,2,3,0.4169350441301069,1.0,0,0.0,1.0,13000.0,5,0
0,3,3,0.5948797136778915,1.0,0,1.0,1.0,8000.0,1,0
1,1,0,0.3804265034620669,0.0,0,1.0,1.0,16000.0,1,0
0,3,3,0.680617632406099,1.0,0,1.0,1.0,12000.0,2,0
1,0,1,0.3559504699938693,1.0,0,0.0,1.0,16000.0,0,1
0,3,3,0.587831426389767,1.0,1,1.0,0.0,0.0,1,0
0,1,3,0.5733880426029547,1.0,1,1.0,1.0,10000.0,2,0
1,0,2,0.2964062828237805,1.0,0,0.0,0.0,13000.0,0,1
1,1,3,0.4295096986208441,1.0,0,1.0,1.0,10000.0,4,0
0,3,3,0.6885687186194461,1.0,1,0.0,1.0,11000.0,0,0
0,2,3,0.700017431968704,1.0,1,0.0,1.0,13000.0,1,0
1,1,1,0.4495886310379405,0.0,0,0.0,1.0,0.0,1,1
0,2,3,0.6900455818778344,1.0,1,1.0,0.0,11000.0,1,0
0,1,1,0.4960298730510012,1.0,1,0.0,0.0,13000.0,1,0
1,1,3,0.6563457625165399,0.0,1,1.0,1.0,6000.0,0,0
1,0,2,0.4983566259941653,1.0,1,0.0,1.0,12000.0,0,0
0,0,2,0.5463825431033477,1.0,0,1.0,1.0,12000.0,0,0
0,1,1,0.3158628767091658,1.0,0,0.0,1.0,11000.0,1,0
1,1,1,0.5300643171181573,1.0,0,0.0,0.0,0.0,2,1
0,1,1,0.3578391720711443,1.0,0,0.0,1.0,12000.0,0,1
1,1,3,0.672756052841708,1.0,1,1.0,1.0,9000.0,2,0
1,2,3,0.7419993760301162,1.0,1,0.0,1.0,0.0,2,0
0,3,3,0.6226519789949738,1.0,1,1.0,1.0,11000.0,0,0
0,0,2,0.4801406677163008,0.0,1,0.0,0.0,14000.0,0,1
1,3,3,0.6787954309829434,1.0,1,1.0,1.0,11000.0,3,0
0,2,3,0.5152467080125883,1.0,1,0.0,1.0,12000.0,1,0
1,1,1,0.4899205986325767,1.0,0,0.0,1.0,13000.0,1,0
1,3,2,0.4219579486132668,1.0,0,0.0,1.0,11000.0,6,0
1,2,3,0.5843548496662949,1.0,0,0.0,0.0,0.0,2,0
0,3,3,0.5581569698935803,1.0,1,0.0,1.0,14000.0,0,0
1,0,0,0.19414954837432,0.0,0,1.0,0.0,12000.0,0,1
1,0,0,0.300497330390378,0.0,0,0.0,0.0,13000.0,0,1
0,2,3,0.6670906918498556,1.0,1,1.0,1.0,7000.0,0,0
1,0,3,0.6130724079074048,1.0,0,1.0,0.0,0.0,0,1
1,1,2,0.5952817629709132,1.0,0,1.0,1.0,8000.0,1,0
1,0,0,0.3482357882933829,0.0,0,1.0,1.0,7000.0,0,1
1,1,1,0.3566396714745861,1.0,1,1.0,1.0,8000.0,1,0
0,1,1,0.3486591269429803,0.0,0,1.0,0.0,12000.0,0,1
1,0,2,0.5594684860915574,1.0,0,0.0,1.0,12000.0,0,1
1,0,0,0.514483730987584,0.0,0,0.0,0.0,12000.0,0,1
0,2,3,0.5626384060668865,1.0,1,0.0,1.0,13000.0,0,0
1,2,2,0.5717246252857962,1.0,0,0.0,1.0,15000.0,1,0
0,3,3,0.6510078690171576,1.0,1,1.0,1.0,12000.0,2,0
1,0,1,0.3707348173567914,1.0,0,0.0,0.0,12000.0,0,1
1,0,0,0.3051450776813433,1.0,0,0.0,0.0,14000.0,0,0
1,1,3,0.5744144216758436,1.0,0,0.0,0.0,0.0,5,1
0,1,2,0.4500145680826032,1.0,0,0.0,1.0,13000.0,1,0
1,1,3,0.6364490959261638,1.0,0,1.0,1.0,0.0,4,0
1,3,3,0.4576717029360895,0.0,0,1.0,1.0,0.0,8,0
0,0,0,0.3357473732007096,0.0,0,0.0,1.0,15000.0,0,1
0,1,0,0.3186947648911332,0.0,0,0.0,1.0,0.0,0,0
1,1,3,0.5578403271955679,1.0,1,1.0,1.0,10000.0,0,0
0,0,1,0.1924274124285441,0.0,0,0.0,1.0,11000.0,0,1
1,1,1,0.3528243251354439,0.0,0,1.0,1.0,11000.0,3,1
0,0,3,0.647569234863379,0.0,1,1.0,1.0,11000.0,0,1
0,0,2,0.4572362634438549,1.0,1,0.0,0.0,10000.0,0,0
1,1,2,0.5042469291759577,1.0,0,0.0,1.0,13000.0,1,0
1,0,0,0.3749625006784157,1.0,0,0.0,1.0,15000.0,0,1
0,0,3,0.6603156212983624,1.0,0,0.0,1.0,11000.0,0,0
0,2,3,0.4169178873741152,1.0,0,0.0,1.0,12000.0,0,0
0,1,3,0.6350840347750659,1.0,0,1.0,0.0,17000.0,0,0
1,1,2,0.4049288507406456,1.0,0,1.0,1.0,11000.0,0,0
0,2,3,0.4956283926329951,0.0,1,1.0,0.0,11000.0,0,0
1,0,0,0.3921778349659278,0.0,0,1.0,0.0,0.0,0,1
0,1,3,0.5149450496137513,1.0,1,1.0,1.0,11000.0,2,0
1,3,3,0.5032225392796313,1.0,1,1.0,1.0,9000.0,10,0
0,1,3,0.7140339031205747,1.0,0,1.0,1.0,11000.0,0,1
1,1,1,0.3670512395145257,0.0,0,1.0,0.0,14000.0,1,1
0,2,2,0.5793929043624154,1.0,0,0.0,0.0,13000.0,0,0
0,2,2,0.5584702236402418,1.0,0,0.0,1.0,10000.0,4,0
0,0,1,0.2919776582051944,0.0,0,0.0,1.0,12000.0,0,1
0,2,2,0.6615841421190086,1.0,0,0.0,1.0,12000.0,0,0
0,0,0,0.3788290288330991,0.0,0,0.0,0.0,17000.0,0,1
0,0,0,0.3740705590179875,1.0,0,0.0,0.0,15000.0,0,1
1,3,3,0.4593785751523136,1.0,0,1.0,1.0,13000.0,5,0
0,0,3,0.4654506837575693,1.0,1,1.0,1.0,11000.0,0,0
1,0,2,0.4086866980912735,1.0,0,0.0,1.0,9000.0,0,1
0,2,3,0.5888021385021842,1.0,0,1.0,1.0,11000.0,2,0
1,2,3,0.61502467895473,1.0,0,1.0,1.0,7000.0,0,0
0,2,3,0.5464601140543317,1.0,1,1.0,1.0,8000.0,1,0
1,0,3,0.737994819837278,1.0,1,1.0,0.0,17000.0,0,0
0,1,1,0.4273733642706479,1.0,0,0.0,1.0,10000.0,0,0
0,0,0,0.4129918414421705,0.0,0,0.0,0.0,0.0,0,1
1,2,3,0.6953231970861331,0.0,0,1.0,1.0,7000.0,1,0
0,0,0,0.2912344134674337,0.0,0,0.0,1.0,13000.0,0,1
0,0,0,0.2441332629984765,0.0,0,1.0,1.0,11000.0,0,1
1,0,3,0.5082740148521835,1.0,1,1.0,1.0,9000.0,0,0
0,0,0,0.2932584812581273,1.0,0,0.0,1.0,14000.0,0,0
0,1,0,0.3436417190829057,0.0,0,0.0,0.0,13000.0,0,1
0,0,0,0.5033225200786,0.0,0,0.0,0.0,15000.0,0,1
0,2,3,0.6630513690689503,1.0,1,1.0,1.0,0.0,0,0
1,0,0,0.2027084379448271,0.0,0,0.0,1.0,11000.0,0,1
0,1,3,0.665343329329833,1.0,0,1.0,1.0,12000.0,0,0
1,3,3,0.5386236932875669,1.0,1,1.0,1.0,9000.0,5,0
0,0,1,0.4101367047885667,0.0,0,0.0,0.0,15000.0,0,0
1,0,0,0.3136455846123201,1.0,0,0.0,1.0,13000.0,0,0
1,0,3,0.5073241356207076,1.0,0,0.0,1.0,12000.0,0,0
1,0,0,0.2095073883823189,0.0,0,0.0,1.0,14000.0,0,1
0,0,1,0.4907240542637642,1.0,0,0.0,0.0,15000.0,0,1
1,2,2,0.5814986743175801,1.0,0,1.0,1.0,14000.0,0,0
0,0,3,0.6850359505244253,1.0,0,0.0,1.0,12000.0,0,1
1,0,2,0.4739316494372351,1.0,1,0.0,1.0,0.0,0,0
1,1,3,0.5128461364179456,1.0,1,1.0,1.0,10000.0,2,0
1,1,3,0.6624617559275001,1.0,1,1.0,0.0,13000.0,1,0
0,2,3,0.5564133152355352,1.0,0,0.0,0.0,17000.0,4,0
0,0,0,0.2673466585061873,0.0,0,0.0,0.0,17000.0,0,0
0,3,3,0.8094112590513309,1.0,0,1.0,1.0,9000.0,4,0
0,0,0,0.3679435479917757,0.0,1,1.0,1.0,11000.0,0,0
0,3,3,0.5033547111991341,0.0,0,0.0,1.0,11000.0,3,0
0,0,2,0.5342877060116482,1.0,0,1.0,1.0,13000.0,0,0
1,2,2,0.4490117755463273,1.0,0,1.0,1.0,7000.0,1,1
1,2,3,0.8032523419405172,1.0,0,0.0,1.0,10000.0,3,0
0,0,0,0.186185114720855,0.0,0,0.0,0.0,17000.0,0,1
1,1,1,0.3151293556030717,0.0,0,0.0,0.0,0.0,1,0
0,3,3,0.4836380123288594,1.0,1,1.0,1.0,9000.0,2,0
0,1,0,0.3858741008429725,1.0,0,0.0,0.0,14000.0,0,0
1,3,3,0.6343725020457226,1.0,1,1.0,0.0,11000.0,5,0
1,0,1,0.3621741186724681,1.0,0,0.0,0.0,16000.0,0,1
0,1,3,0.6928836357133882,1.0,0,1.0,1.0,10000.0,1,0
0,3,3,0.5777028525076912,1.0,0,0.0,1.0,11000.0,3,0
1,2,3,0.6640650143948857,1.0,1,1.0,1.0,11000.0,1,0
1,2,3,0.4897024062963834,0.0,1,0.0,0.0,0.0,1,0
0,0,0,0.2828694808711571,0.0,0,1.0,0.0,13000.0,0,1
1,0,1,0.4317004117968687,0.0,0,0.0,1.0,10000.0,0,1
1,0,0,0.1264534313986037,1.0,0,0.0,1.0,14000.0,0,1
1,0,0,0.2859976102627207,0.0,0,0.0,1.0,12000.0,0,1
1,1,3,0.5430074428650375,1.0,1,0.0,1.0,15000.0,1,0
1,1,2,0.3706567853008601,1.0,0,0.0,1.0,0.0,1,0
0,2,3,0.7917101109944502,1.0,1,1.0,1.0,11000.0,2,0
0,1,1,0.4717963087189384,0.0,0,1.0,1.0,5000.0,2,0
0,1,1,0.628633149594721,0.0,0,1.0,1.0,9000.0,2,1
1,0,0,0.3448180556225356,0.0,0,0.0,1.0,10000.0,0,1
1,2,3,0.5478225909631781,1.0,0,0.0,0.0,15000.0,1,0
1,0,0,0.3398648345906033,0.0,0,0.0,0.0,16000.0,0,1
0,0,0,0.2897871439465148,0.0,1,0.0,0.0,13000.0,0,0
1,0,2,0.5979347864750699,1.0,0,1.0,1.0,13000.0,0,1
0,0,1,0.3692930793988261,0.0,0,0.0,1.0,14000.0,0,1
1,3,1,0.4171250369936769,1.0,0,1.0,1.0,9000.0,6,0
1,2,3,0.570277670616915,1.0,0,1.0,0.0,7000.0,4,0
0,2,2,0.5340483380212564,1.0,0,0.0,0.0,16000.0,0,1
1,0,3,0.5968280062363127,1.0,1,1.0,1.0,13000.0,0,0
0,3,3,0.6409488031039333,1.0,1,1.0,1.0,0.0,4,0
0,2,2,0.5860627511953006,0.0,0,0.0,1.0,13000.0,0,0
0,0,3,0.6168247780300146,1.0,1,1.0,1.0,9000.0,0,0
1,3,2,0.3224660183950982,1.0,1,1.0,1.0,0.0,1,0
1,3,2,0.344957864738121,1.0,0,0.0,1.0,15000.0,0,0
1,0,3,0.7154034227572682,1.0,1,1.0,1.0,10000.0,0,0
1,1,1,0.4082920061533436,1.0,0,1.0,0.0,10000.0,1,1
1,0,0,0.2708440121659797,0.0,0,0.0,1.0,0.0,0,1
0,1,3,0.606735714725739,1.0,0,0.0,1.0,12000.0,2,0
0,3,3,0.5824680179178995,1.0,0,0.0,1.0,14000.0,3,0
1,0,3,0.6062206447979116,1.0,0,1.0,1.0,0.0,0,0
0,1,2,0.755633866133054,0.0,0,0.0,1.0,16000.0,0,1
1,0,0,0.2912086260521752,0.0,0,0.0,1.0,11000.0,0,1
0,1,3,0.6161117243839742,1.0,1,0.0,0.0,13000.0,0,0
0,1,1,0.4712361399215783,1.0,0,0.0,0.0,12000.0,0,0
0,3,3,0.6782370223364715,1.0,1,1.0,1.0,0.0,7,0
1,2,2,0.5153486460517401,1.0,0,1.0,1.0,10000.0,2,0
1,1,3,0.507690848953627,1.0,1,1.0,1.0,7000.0,4,0
0,1,1,0.509910296776192,0.0,0,0.0,0.0,13000.0,1,0
0,0,1,0.5038597346352107,0.0,0,1.0,1.0,11000.0,0,1
1,2,2,0.577135941672739,0.0,0,1.0,1.0,7000.0,3,0
1,0,2,0.6477554969922709,1.0,0,1.0,1.0,0.0,0,0
1,2,2,0.5778131836961647,1.0,0,0.0,0.0,12000.0,4,0
1,2,2,0.4953502835315234,1.0,0,0.0,1.0,9000.0,2,0
1,0,0,0.4526765592626403,0.0,0,1.0,0.0,12000.0,0,1
1,0,2,0.6164262036016749,1.0,0,1.0,1.0,11000.0,0,1
1,1,2,0.3457261884790099,1.0,1,0.0,0.0,13000.0,1,0
0,0,2,0.5841273528155413,0.0,0,0.0,0.0,14000.0,0,1
0,2,3,0.6117018176344066,0.0,0,1.0,0.0,9000.0,1,0
0,3,3,0.5458900735115071,1.0,1,0.0,1.0,15000.0,0,1
1,1,0,0.1436568483193364,0.0,0,0.0,0.0,17000.0,1,0
0,1,0,0.3262403387046744,1.0,0,0.0,1.0,13000.0,0,1
1,0,0,0.2806543806481637,0.0,0,0.0,1.0,14000.0,0,1
0,0,3,0.7306774626064182,1.0,1,1.0,1.0,13000.0,0,0
1,0,2,0.5783712166428834,1.0,0,0.0,0.0,13000.0,0,1
1,1,2,0.4816627514207715,1.0,0,0.0,0.0,10000.0,1,0
1,1,1,0.2516227091679711,0.0,0,1.0,1.0,12000.0,1,0
0,2,3,0.5872893810932033,1.0,1,1.0,0.0,12000.0,1,0
0,1,2,0.5573996021834157,1.0,0,0.0,1.0,6000.0,0,0
0,0,0,0.4289832028689519,0.0,0,1.0,1.0,12000.0,0,1
0,3,3,0.6403236933748687,1.0,1,1.0,1.0,9000.0,4,0
1,3,1,0.4972878528954948,1.0,0,0.0,1.0,0.0,4,0
1,1,1,0.4466473449579012,1.0,0,0.0,1.0,10000.0,1,0
1,1,2,0.2710642145687786,1.0,1,0.0,0.0,14000.0,4,0
0,1,2,0.5655780916935856,1.0,0,1.0,0.0,12000.0,0,0
1,1,1,0.381262306885702,1.0,1,1.0,1.0,9000.0,2,0
1,0,3,0.6391281575503801,1.0,1,0.0,1.0,10000.0,0,0
0,2,3,0.6862027857536264,1.0,0,0.0,0.0,14000.0,3,0
1,1,0,0.4259830675931939,0.0,0,0.0,1.0,14000.0,1,0
0,1,3,0.5838061362917646,1.0,1,1.0,1.0,11000.0,0,0
1,3,3,0.5873165927562172,1.0,1,0.0,1.0,11000.0,7,0
0,0,1,0.566843891896652,1.0,0,0.0,0.0,16000.0,0,1
1,1,3,0.6237655956418446,0.0,1,0.0,1.0,12000.0,1,0
0,2,3,0.8336684211611398,1.0,1,1.0,1.0,13000.0,0,0
1,0,1,0.4842558344936022,0.0,0,1.0,0.0,13000.0,0,1
1,1,2,0.6618055009919552,1.0,0,0.0,1.0,14000.0,0,0
0,0,0,0.3598177475144207,0.0,0,1.0,0.0,0.0,0,1
0,0,2,0.5905674346205279,1.0,0,1.0,0.0,11000.0,0,0
1,1,1,0.4378786301039939,1.0,1,0.0,1.0,11000.0,0,0
0,0,1,0.4010182348532662,1.0,1,0.0,1.0,11000.0,0,0
0,0,3,0.5360001927513722,1.0,0,1.0,1.0,12000.0,0,0
0,2,3,0.8748299910505895,1.0,1,0.0,0.0,15000.0,1,0
0,2,3,0.6068501228266245,1.0,1,1.0,0.0,12000.0,1,0
0,0,0,0.2076497221944782,0.0,0,1.0,1.0,11000.0,0,1
0,3,3,0.6019296536623298,1.0,1,1.0,1.0,6000.0,1,0
0,0,3,0.6600195827192816,1.0,1,0.0,1.0,12000.0,0,0
1,1,3,0.5739100548968327,1.0,0,1.0,1.0,11000.0,4,0
1,0,2,0.4611558624028447,1.0,1,0.0,1.0,12000.0,0,1
0,0,3,0.5411543588314012,1.0,1,1.0,1.0,9000.0,0,0
0,1,3,0.7486839299000425,0.0,1,0.0,1.0,0.0,0,0
1,3,3,0.7896637075334306,1.0,0,1.0,1.0,7000.0,5,0
0,1,3,0.6261539579803245,1.0,0,1.0,1.0,8000.0,0,0
1,1,3,0.4826533172678877,1.0,1,1.0,1.0,11000.0,2,0
1,1,3,0.6277262155079715,0.0,0,1.0,1.0,10000.0,4,0
0,1,1,0.4351936688486559,0.0,0,0.0,0.0,13000.0,2,1
0,1,2,0.4676859181203905,0.0,1,0.0,0.0,17000.0,1,0
0,1,2,0.4064304948022721,1.0,1,0.0,1.0,15000.0,1,0
1,1,3,0.4287285121728106,1.0,0,0.0,0.0,14000.0,0,0
1,1,1,0.4180972967647553,0.0,1,0.0,1.0,0.0,0,0
1,0,3,0.7403410730107258,1.0,0,1.0,1.0,9000.0,0,1
0,2,3,0.7297169089422261,1.0,0,0.0,1.0,15000.0,1,0
0,0,1,0.4040051987550686,0.0,0,0.0,1.0,9000.0,0,0
1,1,3,0.530349303316289,1.0,0,1.0,1.0,10000.0,3,0
0,2,3,0.597964121410427,1.0,0,0.0,1.0,12000.0,2,0
1,1,1,0.3481526200753498,0.0,1,1.0,0.0,12000.0,1,0
